id	symbol	chr	strand	nprots	ntrans	SV	WT	SV_prots	WT_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000177614	PGBD5	1	-	3	4	230493068:230513244	230493068:230498019|230498124:230503699|230503891:230513244	ENSP00000431404	ENSP00000322530	2	2	297	297
ENSG00000114013	CD86	3	+	7	9	121825348:121836895	121825348:121828112|121828256:121836895	ENSP00000417195	ENSP00000332049|ENSP00000377248|ENSP00000418988|ENSP00000420230	1	1	144	144
ENSG00000137203	TFAP2A	6	-	12	20	10398939:10402725	10398939:10400681|10400823:10402725	ENSP00000417495	ENSP00000316516|ENSP00000368924|ENSP00000368928|ENSP00000368933|ENSP00000418541	1	1	142	142
ENSG00000242092	HLA-DMB	HSCHR6_MHC_APD	-	8	11	32886352:32888536	32886352:32886706|32886352:32886900|32886742:32888536|32886742:32886900|32887017:32888536	ENSP00000450057	ENSP00000378723|ENSP00000391352|ENSP00000399759|ENSP00000448875|ENSP00000449810	1	2	36	153
ENSG00000223775	MRPS18B	HSCHR6_MHC_SSTO	+	2	5	30582097:30584700	30582097:30584081|30584141:30584700	ENSP00000397472	ENSP00000402718	1	1	60	60
ENSG00000100360	IFT27	22	-	7	13	37163907:37171718	37163907:37164027|37164144:37171718	ENSP00000393541	ENSP00000392016	1	1	117	117
ENSG00000134058	CDK7	5	+	10	13	68548279:68551287	68548279:68550429|68550495:68551287|68550497:68551287	ENSP00000426372	ENSP00000256443|ENSP00000422737|ENSP00000425893	1	1	66	68
ENSG00000152952	PLOD2	3	-	6	10	145839036:145841925	145839036:145841052|145841113:145841925	ENSP00000282903|ENSP00000353170|ENSP00000419963|ENSP00000420094	ENSP00000419880	1	1	61	61
ENSG00000127022	CANX	5	+	17	21	179137067:179143106	179137067:179142900|179143002:179143106	ENSP00000247461|ENSP00000391646|ENSP00000394817|ENSP00000421107|ENSP00000423588|ENSP00000424063	ENSP00000424140	1	1	102	102
ENSG00000126561	STAT5A	17	+	8	13	40442041:40447637	40442041:40443990|40444080:40447637	ENSP00000443107	ENSP00000341208|ENSP00000400320|ENSP00000465437|ENSP00000468749	1	1	90	90
ENSG00000132677	RHBG	1	+	10	14	156339228:156347092	156339228:156340973|156341046:156347092	ENSP00000357229|ENSP00000357232	ENSP00000413347	1	1	73	73
ENSG00000119383	PPP2R4	9	+	27	27	131882890:131904724	131882890:131885331|131882890:131891264|131885418:131890243|131885418:131891264|131885418:131893801|131890348:131891264|131891390:131893801|131893919:131897074|131897174:131898750|131898875:131899871|131899972:131904724	ENSP00000337412	ENSP00000337448|ENSP00000347109|ENSP00000349726|ENSP00000351885|ENSP00000377036|ENSP00000394338|ENSP00000403542	5	7	531	762
ENSG00000167081	PBX3	9	+	9	13	128723129:128725291	128723129:128724381|128724494:128725291	ENSP00000341990	ENSP00000362582|ENSP00000362586|ENSP00000362588|ENSP00000387456	1	1	113	113
ENSG00000110696	C11orf58	11	+	5	11	16766232:16774332	16766232:16769644|16769705:16774332	ENSP00000432534	ENSP00000228136|ENSP00000406221|ENSP00000431237	1	1	61	61
ENSG00000070731	ST6GALNAC2	17	-	5	10	74570622:74581766	74570622:74574838|74574899:74581766	ENSP00000465778	ENSP00000225276	1	1	61	61
ENSG00000100503	NIN	14	-	14	19	51221586:51226575	51221586:51223210|51225349:51226575	ENSP00000371474|ENSP00000374518	ENSP00000245441|ENSP00000324210|ENSP00000371472|ENSP00000374519|ENSP00000412391|ENSP00000432924|ENSP00000433717|ENSP00000436092	1	1	2139	2139
ENSG00000151502	VPS26B	11	+	3	7	134095240:134109885	134095240:134104791|134104948:134109885	ENSP00000431672	ENSP00000281187|ENSP00000434162	1	1	157	157
ENSG00000185627	PSMD13	11	+	8	14	237145:244161	237145:238998|239077:244041|239077:244161|244076:244161	ENSP00000433364	ENSP00000333811|ENSP00000372117|ENSP00000436186|ENSP00000436795	1	2	79	114
ENSG00000164169	PRMT10	4	-	3	5	148595026:148604950	148595026:148601474|148601623:148604950	ENSP00000426732	ENSP00000314396	1	1	149	149
ENSG00000134575	ACP2	11	-	11	15	47269279:47270227	47269279:47269589|47269685:47270227	ENSP00000432205	ENSP00000256997|ENSP00000414911|ENSP00000432466|ENSP00000434205|ENSP00000435261|ENSP00000436487|ENSP00000436658|ENSP00000436828	1	1	96	96
ENSG00000171777	RASGRP4	19	-	9	14	38905764:38910500	38905764:38907692|38907809:38909031|38909103:38910500|38909205:38910500	ENSP00000293062	ENSP00000416463|ENSP00000465742|ENSP00000465772|ENSP00000466928|ENSP00000467604	2	2	189	291
ENSG00000243958	PSMB9	HSCHR6_MHC_SSTO	+	4	6	32913898:32915697	32913898:32914955|32915087:32915697	ENSP00000413194	ENSP00000393744|ENSP00000401624|ENSP00000409850	1	1	132	132
ENSG00000140400	MAN2C1	15	-	13	42	75655090:75656829	75655090:75656340|75656530:75656829	ENSP00000390738	ENSP00000267978|ENSP00000455998|ENSP00000457788	1	1	190	190
ENSG00000172009	THOP1	19	+	8	14	2811733:2813113	2811733:2812197|2812371:2813113	ENSP00000304467|ENSP00000464786|ENSP00000465855|ENSP00000467226	ENSP00000378638	1	1	174	174
ENSG00000262929	NLRP2	HSCHR19LRC_LRC_T_CTG1	+	17	20	55421796:55428868	55421796:55425003|55425075:55428868	ENSP00000460452|ENSP00000461414	ENSP00000458345|ENSP00000459395|ENSP00000459426|ENSP00000460039|ENSP00000460135|ENSP00000465006|ENSP00000466232	1	1	72	72
ENSG00000150275	PCDH15	10	-	20	23	56287638:56423932	56287638:56335033|56335042:56400831|56400837:56423932	ENSP00000322604|ENSP00000354950|ENSP00000363066|ENSP00000363076|ENSP00000378818|ENSP00000378820|ENSP00000378826|ENSP00000378827|ENSP00000378829|ENSP00000378832|ENSP00000378833|ENSP00000394465|ENSP00000412320|ENSP00000412531|ENSP00000412628	ENSP00000410304	2	2	15	15
ENSG00000138663	COPS4	4	+	6	11	83989676:83996450	83989676:83994359|83994507:83996450	ENSP00000264389|ENSP00000424791|ENSP00000425486	ENSP00000424655	1	1	148	148
ENSG00000112130	RNF8	6	+	8	9	37339351:37344702	37339351:37342396|37342486:37344702	ENSP00000417599	ENSP00000362578|ENSP00000418879	1	1	90	90
ENSG00000143669	LYST	1	-	4	13	235952146:235956803	235952146:235954999|235955426:235956803	ENSP00000438315	ENSP00000374443|ENSP00000374444	1	1	427	427
ENSG00000185829	ARL17A	17	-	6	6	44594600:44648125	44594600:44634731|44634997:44648125	ENSP00000331563|ENSP00000416535	ENSP00000338611	1	1	266	266
ENSG00000146574	CCZ1B	7	-	3	15	6863798:6864271	6863798:6864086|6864180:6864271	ENSP00000390078	ENSP00000314544	1	1	94	94
ENSG00000152359	POC5	5	-	9	15	74998636:75003562	74998636:75001529|75001613:75003562	ENSP00000420971	ENSP00000399481|ENSP00000410216	1	1	84	84
ENSG00000104228	TRIM35	8	-	3	4	27146798:27151597	27146798:27147673|27147696:27151597	ENSP00000428770	ENSP00000301924|ENSP00000429356	1	1	23	23
ENSG00000166140	ZFYVE19	15	+	12	16	41101439:41102050	41101439:41101606|41101657:41102050	ENSP00000454704	ENSP00000299173|ENSP00000337824|ENSP00000347498|ENSP00000456223|ENSP00000456304	1	1	51	51
ENSG00000140367	UBE2Q2	15	+	7	9	76175766:76189336	76175766:76182776|76182825:76183260|76183356:76189336	ENSP00000454742|ENSP00000458006	ENSP00000267938|ENSP00000456229|ENSP00000456324	2	2	145	145
ENSG00000049540	ELN	7	+	22	33	73452070:73461026	73452070:73455546|73452070:73456944|73455582:73456944|73455582:73460518|73457037:73457314|73457037:73461026|73457365:73457448|73457365:73457433|73457499:73458209|73457499:73460518|73458251:73459552|73458251:73461026|73459624:73460518|73459624:73461026|73459624:73460518|73460548:73461026	ENSP00000389206	ENSP00000252034|ENSP00000313565|ENSP00000315607|ENSP00000349540|ENSP00000351807|ENSP00000369926|ENSP00000369936|ENSP00000369949|ENSP00000369950|ENSP00000369958|ENSP00000389857|ENSP00000391129|ENSP00000392575|ENSP00000399499|ENSP00000403162|ENSP00000403961|ENSP00000406949|ENSP00000411092	2	7	66	390
ENSG00000142733	MAP3K6	1	-	5	8	27690886:27691264	27690886:27691152|27691176:27691264	ENSP00000363152	ENSP00000350195|ENSP00000419591	1	1	24	24
ENSG00000108669	CYTH1	17	-	11	17	76688576:76694351	76688576:76692089|76692092:76694351	ENSP00000465665	ENSP00000389095|ENSP00000465940|ENSP00000466512	1	1	3	3
ENSG00000198947	DMD	X	-	19	28	32591964:32841412	32591964:32613874|32613994:32632420|32632571:32662249|32662431:32663081|32663270:32715987|32716116:32717229|32717411:32827610|32827729:32834585|32834758:32841412	ENSP00000395904	ENSP00000288447|ENSP00000354923|ENSP00000367948	8	8	1245	1245
ENSG00000160058	BSDC1	1	-	12	18	32849541:32859681	32849541:32852380|32852497:32859681	ENSP00000432524	ENSP00000362620	1	1	117	117
ENSG00000188452	CERKL	2	-	8	14	182423436:182468564	182423436:182430785|182423436:182438480|182423436:182430160|182430238:182430785|182430849:182438480|182430849:182468564|182438612:182468564	ENSP00000409198|ENSP00000411466	ENSP00000341159|ENSP00000364106|ENSP00000386725|ENSP00000387080	1	3	132	274
ENSG00000269884	BRCC3	HG1497_PATCH	+	8	8	154259308:154284525	154259308:154267783|154267858:154284525	ENSP00000469831|ENSP00000469902	ENSP00000470150|ENSP00000470674|ENSP00000471044	1	1	75	75
ENSG00000119048	UBE2B	5	+	4	8	133724105:133725916	133724105:133724668|133724744:133725916	ENSP00000265339|ENSP00000425137	ENSP00000426364	1	1	76	76
ENSG00000169129	AFAP1L2	10	-	4	7	116083021:116091562	116083021:116085641|116085800:116091562	ENSP00000303042|ENSP00000358276|ENSP00000396781	ENSP00000444511	1	1	159	159
ENSG00000095777	MYO3A	10	+	4	6	26385612:26500772	26385612:26409605|26409732:26414327|26414538:26417320|26417468:26432377|26432531:26434375|26434464:26436359|26436489:26442779|26442859:26443675|26443753:26446239|26446445:26454996|26455108:26457641|26457804:26459345|26459469:26462592|26463487:26465630|26465775:26482134|26482241:26490194|26490235:26491893|26492037:26500772	ENSP00000445909	ENSP00000265944	17	17	2954	2954
ENSG00000090924	PLEKHG2	19	+	15	18	39912929:39915878	39912929:39913372|39914294:39914373|39915523:39915878	ENSP00000367812|ENSP00000386492|ENSP00000468829	ENSP00000408857	2	2	2072	2072
ENSG00000182585	EPGN	4	+	9	9	75178023:75180297	75178023:75178735|75178762:75180297|75178888:75180297	ENSP00000424392|ENSP00000426630|ENSP00000426678	ENSP00000398415|ENSP00000411898|ENSP00000425890|ENSP00000426550	1	1	27	153
ENSG00000262044	LILRB3	HSCHR19LRC_COX1_CTG1	-	7	11	54722933:54723842	54722933:54723556|54723607:54723842	ENSP00000460295|ENSP00000460655|ENSP00000461636	ENSP00000460585	1	1	51	51
ENSG00000112175	BMP5	6	-	2	2	55620481:55625255	55620481:55623803|55623914:55625255	ENSP00000391818	ENSP00000359866	1	1	111	111
ENSG00000073712	FERMT2	14	-	11	14	53327184:53331119	53327184:53327732|53327753:53331119	ENSP00000340391|ENSP00000378993|ENSP00000451134	ENSP00000342858|ENSP00000382243|ENSP00000450741|ENSP00000451084	1	1	21	21
ENSG00000180096	SEPT1	16	-	5	11	30393687:30394056	30393687:30393846|30393920:30394056	ENSP00000456541	ENSP00000324511	1	1	74	74
ENSG00000166589	CDH16	16	-	9	9	66950107:66951924	66950107:66950177|66950333:66951545|66951629:66951924	ENSP00000456690	ENSP00000299752|ENSP00000377619|ENSP00000454784|ENSP00000455263|ENSP00000455523|ENSP00000456891	2	2	240	240
ENSG00000122705	CLTA	9	+	10	10	36197586:36204065	36197586:36198976|36199094:36204065	ENSP00000474266	ENSP00000242284|ENSP00000242285|ENSP00000379848|ENSP00000401019|ENSP00000419158|ENSP00000419746|ENSP00000442869	1	1	118	118
ENSG00000129566	TEP1	14	-	11	12	20839792:20841170	20839792:20840892|20841017:20841170	ENSP00000438849	ENSP00000262715|ENSP00000450475|ENSP00000450541|ENSP00000452574	1	1	125	125
ENSG00000267106	C19orf82	19	+	6	8	9732322:9738392	9732322:9737460|9737537:9738392	ENSP00000468186	ENSP00000468743	1	1	77	77
ENSG00000179915	NRXN1	2	-	11	17	50692700:50699436	50692700:50693599|50693626:50699436	ENSP00000384311|ENSP00000385017|ENSP00000385142|ENSP00000385434|ENSP00000385681|ENSP00000434015	ENSP00000385580	1	1	27	27
ENSG00000184967	NOC4L	12	+	3	4	132630211:132631826	132630211:132630785|132630911:132631826	ENSP00000328854	ENSP00000438255	1	1	126	126
ENSG00000166169	POLL	10	-	15	19	103344677:103347003	103344677:103345073|103345236:103345619|103345914:103347003	ENSP00000390810	ENSP00000299206|ENSP00000359181|ENSP00000359188|ENSP00000400517|ENSP00000400676	2	2	458	458
ENSG00000157456	CCNB2	15	+	2	4	59409126:59415716	59409126:59409427|59409568:59415716	ENSP00000453685	ENSP00000288207	1	1	141	141
ENSG00000050426	LETMD1	12	+	24	38	51447644:51449927	51447644:51449618|51449805:51449927	ENSP00000450275	ENSP00000262055|ENSP00000389903|ENSP00000446862|ENSP00000449896|ENSP00000450163	1	1	187	187
ENSG00000204482	LST1	6	+	21	24	31555096:31556274	31555096:31555721|31555096:31555418|31555511:31556274|31555511:31555721|31555744:31556274	ENSP00000365260|ENSP00000365268	ENSP00000339201|ENSP00000365254|ENSP00000365261|ENSP00000365270	1	2	23	116
ENSG00000104687	GSR	8	-	8	8	30541717:30550486	30541717:30546678|30546837:30550486	ENSP00000444559	ENSP00000221130|ENSP00000390065	1	1	159	159
ENSG00000105143	SLC1A6	19	-	10	11	15065142:15072814	15065142:15067288|15067522:15072814	ENSP00000471038	ENSP00000221742|ENSP00000409386	1	1	234	234
ENSG00000103197	TSC2	16	+	14	27	2100488:2104297	2100488:2103343|2103454:2104297	ENSP00000399232	ENSP00000219476|ENSP00000248099|ENSP00000344383|ENSP00000371978|ENSP00000384468|ENSP00000454487	1	1	111	111
ENSG00000172554	SNTG2	2	+	4	12	1079342:1204789	1079342:1093882|1093939:1094039|1094097:1133308|1133352:1133454|1133496:1161234|1161322:1168778|1168870:1204789	ENSP00000385020	ENSP00000311837	6	6	381	381
ENSG00000040531	CTNS	17	+	10	12	3543562:3558515	3543562:3550738|3550817:3552141|3552226:3558292|3558396:3558515	ENSP00000411465	ENSP00000046640|ENSP00000371294|ENSP00000458457	3	3	268	268
ENSG00000182362	YBEY	21	+	6	8	47706903:47716076	47706903:47711248|47711377:47716076	ENSP00000380806	ENSP00000380808	1	1	129	129
ENSG00000185507	IRF7	11	-	12	17	614038:614476	614038:614174|614400:614476	ENSP00000432403|ENSP00000433903|ENSP00000434607	ENSP00000329411|ENSP00000380697|ENSP00000380704|ENSP00000434009	1	1	226	226
ENSG00000136758	YME1L1	10	-	7	8	27423911:27437835	27423911:27425205|27425315:27434357|27425315:27431316|27431415:27434357|27434520:27437835|27434520:27436427|27434520:27437835|27436598:27437835	ENSP00000473557	ENSP00000318480|ENSP00000365139|ENSP00000365184|ENSP00000379590|ENSP00000398713	2	4	273	543
ENSG00000114316	USP4	3	-	5	14	49348171:49362135	49348171:49348947|49349088:49362135	ENSP00000341028	ENSP00000265560	1	1	141	141
ENSG00000197748	WDR96	10	-	7	8	105905323:105907649	105905323:105906021|105906108:105907649	ENSP00000391364|ENSP00000400289	ENSP00000349568|ENSP00000394274	1	1	87	87
ENSG00000169682	SPNS1	16	+	10	12	28989366:28994178	28989366:28990476|28990628:28990726|28990793:28992791|28990793:28992776|28992937:28993222|28992937:28993677|28993378:28993677|28993867:28994178	ENSP00000455467	ENSP00000306050|ENSP00000309945|ENSP00000318228|ENSP00000335494|ENSP00000454360|ENSP00000456119	4	5	555	726
ENSG00000262630	AC012314.2	HSCHR19LRC_PGF2_CTG1	-	5	5	54723789:54744148	54723789:54724025|54724076:54744148	ENSP00000473973	ENSP00000474958	1	1	51	51
ENSG00000182698	RESP18	2	-	2	3	220193975:220194359	220193975:220194085|220194127:220194359	ENSP00000330269	ENSP00000375933	1	1	42	42
ENSG00000204482	LST1	6	+	21	24	31555511:31556340	31555511:31555721|31555511:31555726|31555744:31556340	ENSP00000379408	ENSP00000379418|ENSP00000417645	1	1	18	23
ENSG00000141696	LEPREL4	17	-	5	8	39964257:39967115	39964257:39965958|39966087:39967115	ENSP00000468174	ENSP00000347649|ENSP00000377505	1	1	129	129
ENSG00000165659	DACH1	13	-	4	4	72063281:72204688	72063281:72131156|72131291:72133952|72134088:72146972|72147145:72147550|72147145:72204688|72147706:72204688	ENSP00000318506	ENSP00000304994|ENSP00000352712	3	4	444	600
ENSG00000142794	NBPF3	1	+	5	12	21771713:21797125	21771713:21795181|21795391:21797125	ENSP00000415711	ENSP00000316782|ENSP00000340336	1	1	210	210
ENSG00000100731	PCNX	14	+	6	16	71522280:71540262	71522280:71524226|71524442:71540262	ENSP00000238570|ENSP00000451016	ENSP00000304192|ENSP00000396617	1	1	216	216
ENSG00000172954	LCLAT1	2	+	13	14	30756181:30790926	30756181:30785012|30785159:30790926	ENSP00000419646	ENSP00000310551|ENSP00000352406|ENSP00000368823|ENSP00000368826|ENSP00000442857	1	1	147	147
ENSG00000122566	HNRNPA2B1	7	-	3	7	26237353:26240192	26237353:26237451|26237487:26240192	ENSP00000349101	ENSP00000346694|ENSP00000354021	1	1	36	36
ENSG00000123552	USP45	6	-	14	16	99913013:99916413	99913013:99914548|99914640:99916413	ENSP00000425876	ENSP00000333376|ENSP00000358236|ENSP00000421706|ENSP00000424372	1	1	92	92
ENSG00000149577	SIDT2	11	+	8	18	117063975:117066518	117063975:117064569|117064680:117066518	ENSP00000435890	ENSP00000278951|ENSP00000314023|ENSP00000399635|ENSP00000432432	1	1	111	111
ENSG00000114670	NEK11	3	+	12	19	130962341:131068401	130962341:130992322|130992419:131068401	ENSP00000423458	ENSP00000372857|ENSP00000397180|ENSP00000411888|ENSP00000421549|ENSP00000421851	1	1	97	97
ENSG00000049130	KITLG	12	-	4	5	88900915:88910111	88900915:88909311|88909395:88910111	ENSP00000054216	ENSP00000228280	1	1	84	84
ENSG00000011009	LYPLA2	1	+	8	11	24119251:24119641	24119251:24119498|24119530:24119641	ENSP00000409004	ENSP00000363626|ENSP00000363627|ENSP00000363629|ENSP00000363638|ENSP00000382934|ENSP00000388003	1	1	32	32
ENSG00000223699	COL11A2	HSCHR6_MHC_MANN	-	11	12	33306750:33308322	33306750:33307396|33307474:33308322	ENSP00000408123|ENSP00000446968	ENSP00000416619|ENSP00000448715|ENSP00000449605	1	1	78	78
ENSG00000147573	TRIM55	8	+	4	5	67066570:67086706	67066570:67067858|67067946:67086706	ENSP00000323913	ENSP00000276573	1	1	88	88
ENSG00000139155	SLCO1C1	12	+	6	10	20864445:20870066	20864445:20868073|20868220:20870066	ENSP00000438665	ENSP00000266509|ENSP00000370964|ENSP00000444149|ENSP00000444527	1	1	147	147
ENSG00000050628	PTGER3	1	-	12	12	71335003:71477988	71335003:71419446|71419473:71477988	ENSP00000421583	ENSP00000424340	1	1	27	27
ENSG00000005893	LAMP2	X	-	6	6	119582984:119602961	119582984:119589212|119589426:119590506|119590625:119602961	ENSP00000440506	ENSP00000200639|ENSP00000360386|ENSP00000408411	2	2	333	333
ENSG00000130023	ERMARD	6	+	12	16	170155519:170156815	170155519:170156434|170156536:170156815	ENSP00000468124	ENSP00000355734|ENSP00000355735|ENSP00000397661	1	1	102	102
ENSG00000169884	WNT10B	12	-	5	6	49362103:49363872	49362103:49362893|49362928:49363872	ENSP00000301061|ENSP00000384691|ENSP00000385980	ENSP00000398473	1	1	35	35
ENSG00000140983	RHOT2	16	+	9	27	718700:720123	718700:719553|719607:720123	ENSP00000454486|ENSP00000456855	ENSP00000321971|ENSP00000454307|ENSP00000457852|ENSP00000458136|ENSP00000459564	1	1	54	54
ENSG00000197579	TOPORS	9	-	2	2	32544325:32552432	32544325:32550772|32550967:32552432	ENSP00000369187	ENSP00000353735	1	1	195	195
ENSG00000114054	PCCB	3	+	15	19	136035907:136045645	136035907:136045168|136045228:136045645	ENSP00000251654|ENSP00000417253|ENSP00000417549|ENSP00000417937|ENSP00000418307|ENSP00000419027|ENSP00000419129|ENSP00000420391|ENSP00000420639	ENSP00000420158	1	1	60	60
ENSG00000175166	PSMD2	3	+	7	20	184024284:184025145	184024284:184024539|184024623:184025145	ENSP00000400330	ENSP00000310129|ENSP00000402618|ENSP00000416028	1	1	84	84
ENSG00000100003	SEC14L2	22	+	9	17	30802375:30805176	30802375:30803084|30802375:30803404|30803144:30803404|30803593:30805176	ENSP00000383882	ENSP00000316203|ENSP00000383993|ENSP00000385186|ENSP00000387781	1	2	189	249
ENSG00000115365	LANCL1	2	-	8	8	211301117:211305322	211301117:211302414|211302597:211305322	ENSP00000405364	ENSP00000233714|ENSP00000388713|ENSP00000393323|ENSP00000393597|ENSP00000397646	1	1	183	183
ENSG00000150275	PCDH15	10	-	20	23	55892768:56423932	55892768:55912860|55913054:55943204|55943354:55944894|55945029:55955443|55945029:55949124|55949145:55955443|55955650:55973696|55973809:55996583|55996692:56077031|56077202:56089356|56077202:56106125|56089467:56106125|56106245:56128880|56129036:56138542|56138703:56287572|56138703:56423932|56287638:56335033|56287638:56423932|56335042:56400831|56400837:56423932	ENSP00000363067	ENSP00000322604|ENSP00000354950|ENSP00000363066|ENSP00000363068|ENSP00000363076|ENSP00000378818|ENSP00000378820|ENSP00000378821|ENSP00000378826|ENSP00000378832|ENSP00000378833|ENSP00000410304|ENSP00000412320	11	14	1582	1714
ENSG00000163702	IL17RC	3	+	16	30	9974388:9974637	9974388:9974504|9974543:9974637	ENSP00000395315|ENSP00000396064	ENSP00000295981|ENSP00000373323|ENSP00000384969|ENSP00000407894	1	1	39	39
ENSG00000111291	GPRC5D	12	-	3	3	13093784:13102424	13093784:13095195|13095263:13102424	ENSP00000379624	ENSP00000228887	1	1	68	68
ENSG00000114859	CLCN2	3	-	6	10	184076099:184076763	184076099:184076470|184076602:184076763	ENSP00000400425	ENSP00000265593|ENSP00000345056|ENSP00000391928	1	1	132	132
ENSG00000131018	SYNE1	6	-	21	41	152615263:152623004	152615263:152621776|152621917:152623004	ENSP00000437411	ENSP00000265368|ENSP00000341887|ENSP00000349276|ENSP00000356224|ENSP00000390975|ENSP00000396024|ENSP00000443879	1	1	141	141
ENSG00000148331	ASB6	9	-	3	3	132401788:132404166	132401788:132402820|132403002:132404166	ENSP00000416172	ENSP00000277458|ENSP00000277459	1	1	182	182
ENSG00000112294	ALDH5A1	6	+	4	6	24505214:24515395	24505214:24512058|24512097:24515395	ENSP00000350191|ENSP00000417687|ENSP00000438193	ENSP00000314649	1	1	39	39
ENSG00000262407	CCDC125	HSCHR5_1_CTG1	-	3	6	68581288:68595816	68581288:68587993|68588168:68590598|68590706:68595816	ENSP00000460097	ENSP00000460007|ENSP00000460945	2	2	283	283
ENSG00000198863	RUNDC1	17	+	2	3	41139432:41142334	41139432:41141358|41141557:41142334	ENSP00000467953	ENSP00000354622	1	1	199	199
ENSG00000106686	SPATA6L	9	-	8	15	4635400:4656041	4635400:4646487|4646529:4656041	ENSP00000404277|ENSP00000418458|ENSP00000420003	ENSP00000371314|ENSP00000384342|ENSP00000417965	1	1	42	42
ENSG00000168010	ATG16L2	11	+	12	21	72539822:72540348	72539822:72539928|72540030:72540348	ENSP00000441989	ENSP00000326340|ENSP00000437412|ENSP00000441747	1	1	102	102
ENSG00000115414	FN1	2	-	16	30	216232751:216238045	216232751:216235017|216232751:216236632|216235156:216236632|216236739:216236832|216236739:216238045|216237024:216238045|216237099:216238045	ENSP00000273049	ENSP00000323534|ENSP00000338200|ENSP00000346839|ENSP00000348285|ENSP00000349509|ENSP00000350534|ENSP00000352696|ENSP00000394423|ENSP00000399538|ENSP00000410422|ENSP00000415018|ENSP00000416139	1	3	107	606
ENSG00000159147	DONSON	21	-	11	13	34955973:34958284	34955973:34956896|34957033:34958284|34957075:34958284	ENSP00000415191	ENSP00000304716|ENSP00000307143|ENSP00000394276|ENSP00000398329|ENSP00000399535	1	1	137	179
ENSG00000163539	CLASP2	3	-	16	26	33543261:33557515	33543261:33552050|33552257:33557515	ENSP00000420307	ENSP00000304743|ENSP00000352581|ENSP00000382297|ENSP00000417518|ENSP00000419305|ENSP00000419974	1	1	207	207
ENSG00000269499	TBC1D25	HG1436_HG1432_PATCH	+	4	6	48400842:48418296	48400842:48404268|48404423:48418296	ENSP00000476873	ENSP00000469358|ENSP00000470506	1	1	155	155
ENSG00000023171	GRAMD1B	11	+	6	8	123448286:123455020	123448286:123449118|123449139:123455020	ENSP00000325628|ENSP00000432987|ENSP00000434214|ENSP00000436500	ENSP00000402457	1	1	21	21
ENSG00000204193	TXNDC8	9	-	4	4	113088521:113096496	113088521:113091512|113091572:113096496	ENSP00000363631|ENSP00000408768	ENSP00000363634|ENSP00000363635	1	1	60	60
ENSG00000205221	VIT	2	+	8	8	37000991:37010483	37000991:37002145|37002211:37008870|37002211:37010483|37008915:37010483	ENSP00000368543	ENSP00000368544|ENSP00000374625|ENSP00000419251	1	2	66	111
ENSG00000124334	IL9R	X	+	4	6	155235854:155239481	155235854:155237188|155237273:155239481	ENSP00000358431|ENSP00000438112	ENSP00000244174|ENSP00000388918	1	1	85	85
ENSG00000178997	EXD1	15	-	3	5	41509353:41518641	41509353:41512028|41512097:41518641	ENSP00000452678	ENSP00000415056	1	1	69	69
ENSG00000174177	CTU2	16	+	7	11	88781335:88781590	88781335:88781456|88781515:88781590	ENSP00000308617	ENSP00000367635|ENSP00000388320|ENSP00000456908	1	1	59	59
ENSG00000149633	KIAA1755	20	-	2	6	36852039:36855556	36852039:36854067|36854184:36855556	ENSP00000393503	ENSP00000279024	1	1	117	117
ENSG00000148341	SH3GLB2	9	-	8	12	131774578:131776690	131774578:131775287|131775299:131776690	ENSP00000361640|ENSP00000361645|ENSP00000402566	ENSP00000361634	1	1	12	12
ENSG00000104872	PIH1D1	19	-	15	24	49950357:49951084	49950357:49950595|49950725:49951084	ENSP00000470322	ENSP00000262265|ENSP00000469693|ENSP00000470445|ENSP00000472715|ENSP00000473095	1	1	130	130
ENSG00000051825	MPHOSPH9	12	-	16	26	123703047:123714808	123703047:123705919|123706443:123712010|123706443:123707585|123707675:123712010|123712164:123714808	ENSP00000440664	ENSP00000445859|ENSP00000475489	2	3	678	768
ENSG00000273031	TFPT	HSCHR19LRC_COX2_CTG1	-	4	4	54611703:54617822	54611703:54613434|54613505:54617822	ENSP00000477086	ENSP00000476301|ENSP00000477080|ENSP00000477150	1	1	71	71
ENSG00000148803	FUOM	10	-	4	6	135170518:135171427	135170518:135170691|135170760:135171427	ENSP00000413379	ENSP00000278025|ENSP00000357540	1	1	69	69
ENSG00000104131	EIF3J	15	+	5	7	44829626:44846751	44829626:44843074|44843129:44843629|44843721:44846751	ENSP00000414548	ENSP00000261868|ENSP00000440221	2	2	147	147
ENSG00000211445	GPX3	5	+	6	8	150400303:150404901	150400303:150400389|150400416:150404901	ENSP00000373477	ENSP00000427873	1	1	27	27
ENSG00000138613	APH1B	15	+	6	10	63579746:63597813	63579746:63594544|63594672:63597813	ENSP00000453327	ENSP00000261879|ENSP00000453002	1	1	128	128
ENSG00000205916	DAZ4	Y	+	8	8	26980277:26997726	26980277:26986878|26987025:26987299|26987391:26987951|26988003:26988439|26988503:26988592|26988732:26997726	ENSP00000371727|ENSP00000371751|ENSP00000371869|ENSP00000383341	ENSP00000401363	5	5	495	495
ENSG00000163617	KIAA1407	3	-	6	9	113761694:113775224	113761694:113765438|113765580:113772444|113765580:113775224|113772483:113775224	ENSP00000418991|ENSP00000419159	ENSP00000295878|ENSP00000418099	1	2	142	181
